method,size50,size75,size100,size125,size150,size175,size200,size225,size250,size275,size300
npmle,0.277881019530771,0.19041840089573797,0.2612208508993196,0.15633448430251487,0.26905797685629285,0.29556319664785097,0.284017424175922,0.10467930295777537,0.06470533585591388,0.21090486915843992,0.20688688649364176
sqH,0.3385175928469421,0.17678396946154895,0.268899218866923,0.36517762291516476,0.2992786305579068,0.22316986271525324,0.42612947140294166,0.1946440628919103,0.09392505767220771,0.21005455293619474,0.2218756126761555
chisq,0.2598957483474128,0.26155583798433857,0.3028857929496313,0.11495787739603563,0.2602053682802863,0.3503825401800637,0.1754545018544526,0.08063383255337885,0.08031577637459797,0.2943329405095313,0.1683496220022688
robbins,13.010504586925908,5.251331772191651,6.024051330666679,1.6973866454047846,4.115792071459178,1.899291920231205,3.37676554020475,1.8680578270206523,1.866024866177775,2.63152101703503,2.6017753067479923
npmle,0.2588029652477629,0.11345188527118419,0.2448237129623257,0.12669536233987905,0.44570650220341934,0.14372095809595067,0.1104140284518013,0.12866613876323585,0.08808889863751632,0.1529805137872527,0.10074298339931669
sqH,0.23683129683132925,0.16438400105898585,0.22499161120285918,0.26089377858938173,0.4895660548569705,0.1826080994112272,0.17563690907931623,0.24168438027021247,0.1831652448002623,0.1643787069235322,0.12156528299419188
chisq,0.28127694724268143,0.11398309991430836,0.2771495750505655,0.08706550679899197,0.5860975446001837,0.13187994584769822,0.08876635552882661,0.09219401895934345,0.05481481187537388,0.15912024069021133,0.08587480447750982
robbins,1.9363762163167657,1.4793164084281125,3.1315054625114236,4.273737795736056,3.949722240139362,3.6174202517245013,3.181446679523167,3.013742777519291,1.6593726880617836,4.4731285908649605,3.7534297073832694
npmle,0.5243878331177361,0.08375736738659335,0.0986082924612808,0.4840223290396403,0.18107260975062633,0.15036877022707562,0.08627459297610313,0.0938714679120512,0.20655209044758527,0.1259299652441417,0.15470930684751413
sqH,0.5556269356767196,0.10195273187115395,0.22297368848651808,0.22796546399751008,0.31416833231118363,0.12417488561117283,0.1959181271177082,0.1675095523175187,0.2939666480156884,0.12446392149188308,0.23019673963837875
chisq,0.43293579942386384,0.12063501997217138,0.08829528933164721,0.6742242766203985,0.18705486572139254,0.21573546415709138,0.1041810882757185,0.09993132494774266,0.21783917918529996,0.15755313830045958,0.19388977856426504
robbins,7.320685571664975,2.524923483096558,4.666020812355892,3.299927772021608,1.8054339940972193,2.184981385118782,1.9728174711166704,4.841850338781278,2.9318933404025507,1.5215118509455592,1.1094399230934644
npmle,0.07925721101413397,0.21780148501886945,0.1467711333443753,0.15250411337025208,0.17808148684348193,0.13525111616353078,0.21897413418128903,0.12957574142513667,0.24405980307511319,0.24711437962806113,0.10139309328266238
sqH,0.25763980529038966,0.2477828982782385,0.25991688932687257,0.20718874511382893,0.28557898544900545,0.1501067267120143,0.22005543502727615,0.11339488004790758,0.30426468277533864,0.3287349500532669,0.17301062537895207
chisq,0.11578413771987674,0.22144740299578825,0.1699383575516877,0.17901557434786586,0.17214160551656857,0.15875827391182468,0.2580926810095259,0.14371699888014058,0.21150123846364152,0.22612887590275152,0.05228151686850909
robbins,4.7984869108963695,4.179295397152024,3.8593197285146856,2.711366593403969,1.3534855803549721,1.6111628706529044,3.643224500108704,3.8312223488315764,11.30720638620777,1.4373121683212697,2.365999272937636
npmle,0.2652807792127654,0.13386543840580534,0.27339827353068313,0.23742219615865157,0.24967037470676748,0.15066886339973484,0.11165405274266828,0.19495860552745753,0.10065541885510088,0.12400655570085493,0.11309123550031609
sqH,0.7043438703688678,0.13481862777871384,0.5553926947516376,0.41779225559178074,0.32690844524915463,0.20997812607809196,0.11018783348578796,0.3469242784730751,0.09942583680355788,0.19817344419330937,0.13428810556650847
chisq,0.2248140586426349,0.18307407510693158,0.2651872701793996,0.25941697199425534,0.19200888694120566,0.12109183147161007,0.1703895958004454,0.18253078362394623,0.10609493876386725,0.12874917701872726,0.12149329890111185
robbins,2.6257242702348016,5.274314856805949,2.7326551678733995,1.2616336387100973,1.2952528165025736,4.308107302616753,3.3741983866524627,2.668729215207446,1.2717244338034583,4.471249127924923,4.170863327127233
npmle,0.16762945373466745,0.35718516953053076,0.0929427245809171,0.29512126347751977,0.257951106510546,0.31332900217450793,0.21344460579049612,0.22679381443741098,0.035930285587802556,0.16742485265033358,0.14425775536066132
sqH,0.34524230718346843,0.69156552843884,0.16372467218464132,0.33379614998406393,0.3383827437381003,0.2938739058138931,0.15498231229117038,0.2011960665152577,0.05452501855786149,0.14445023902975912,0.12559542148283812
chisq,0.10560472245012602,0.4511116453684745,0.08566432526859895,0.22406398616242132,0.15301690137230275,0.3479761872668666,0.2999468467760735,0.33379446620005837,0.038256040257426294,0.21072171685297067,0.15409779519879377
robbins,3.623153884187658,5.908161625792563,2.8293316344093604,5.387876268945394,6.149925398545226,4.7706918803758285,0.9314619685911881,2.5830154231645293,2.7847309079586333,11.670290681607653,1.515945231126037
npmle,0.33875684463895384,1.0963978394440257,0.26174804534909557,0.24365334816709816,0.4807430177713427,0.19780282458863682,0.20030786307668058,0.09236152877712284,0.15006782061951635,0.15700299723321784,0.05969998896285601
sqH,0.4848537870969997,1.0321646926963468,0.3318904944907015,0.20455324759331603,0.4808822190927375,0.1557745089736772,0.24520391552840265,0.17722396867788404,0.2520831899346023,0.22100425319677786,0.08638983296009958
chisq,0.27665724229247557,1.1384660153188106,0.20813305086473272,0.3267731633129062,0.5758822654324243,0.2728373298557528,0.180183191698926,0.14571817886500027,0.17278899418290045,0.28464291058388846,0.09853936779125667
robbins,18.32529219530117,6.718631945463098,5.343316032213413,16.17054974055776,2.4890111257427026,5.954789279195843,3.8166211429049897,5.1863905321176995,1.5410621458704423,3.9817712027795262,1.8909614671992108
npmle,0.24469811473857636,0.33648324295319576,0.11634835721193391,0.5505950182961346,0.18234364069188408,0.2041122597565133,0.10509311946109286,0.06588766047820926,0.13074434824542383,0.10611712443899798,0.08953268280574825
sqH,0.36354793693720133,0.281388013048669,0.2967952807144312,0.505319999184404,0.21782911360909063,0.16529818005079888,0.11564652898388302,0.17572419893653926,0.2915520218900754,0.13587975055595453,0.10709886973440486
chisq,0.23418889433466422,0.46484257797903733,0.14825164887452108,0.6005003720209477,0.19175203898836746,0.24251453075120205,0.1302267983293376,0.12684424927598603,0.21667835349230513,0.08815466429109008,0.11452252319803348
robbins,7.090553864326612,3.815670092969732,6.764988423531572,1.8526009297170736,2.0558329759943565,4.6029031169554555,3.8453187429605253,3.916486919835364,5.111543910378852,2.3797180887937177,2.2539029554965313
npmle,0.16190828423319156,0.30716049151644836,0.21506256328108203,0.0884503439666562,0.1653117641484576,0.1516645537661589,0.1686681040186096,0.3054007604860247,0.10370717141174952,0.0783017369597134,0.20387761549717354
sqH,0.3382895688662334,0.39448461301196897,0.19152160733184678,0.16232901757432094,0.2950456856964602,0.301182803937128,0.1515488210085566,0.3200616589874319,0.10961119719841786,0.19302219244506297,0.21269742349489482
chisq,0.12725345141842143,0.446473950534032,0.39330713816732976,0.08914356169243257,0.13762443890293186,0.29101457312845536,0.27105166594135954,0.2832083186608551,0.10729053803088602,0.05384157984099886,0.23613898362173968
robbins,2.104373275274544,2.0478907783508564,2.70725532974301,1.1999762717040687,3.305734158276834,2.999289578720262,1.632920655067486,5.934339495154701,2.9231063365896928,3.624795714785798,1.9070876950176587
npmle,0.08732650953505598,0.14952168410579522,0.24887517080320584,0.3138237638114255,0.45504289383084134,0.1463987367784153,0.14810241389553438,0.13279013468743722,0.11852935283549541,0.0977823676308179,0.12805125069481066
sqH,0.13417035328302565,0.5238141948708689,0.24326898284731693,0.40527187323206315,0.22502563278931823,0.25743431960056634,0.12978730515670153,0.1282118032487205,0.15648398900580895,0.18877293130899084,0.16830977312806839
chisq,0.10702542195916788,0.11263728638355255,0.2665098223915611,0.2595953614620253,0.7201653440183007,0.15088683535393566,0.20718499986042904,0.15179746883811557,0.11250850046061496,0.05153824022052079,0.1208856654032085
robbins,12.311180927269124,3.9518230556001237,2.893196525880544,10.786293662895831,8.913631809103295,1.4942029224282127,4.042980240449041,0.8511626425736636,2.5034852418317284,1.6489038541015626,1.975616544667154
npmle,0.9436325435612467,0.14215026176666373,0.06904549564322612,0.19107163563674848,0.22040045729922156,0.20098971732680707,0.36197434939207523,0.1088835440602994,0.13779950177247882,0.25678765795354064,0.3208648201244029
sqH,0.9311950440024366,0.18305105855111128,0.09736829929790605,0.1502962115103791,0.13996201110402293,0.2818492741848155,0.6587177343715815,0.12380087280580507,0.27661123247227504,0.2574704285065011,0.3770560496406113
chisq,0.9255951521732242,0.27187137517255244,0.07580231916050302,0.30155238334673207,0.3030747450026155,0.12511570382506623,0.42717961428581697,0.11015945941567487,0.13584901029297447,0.25566730663313036,0.32149564194269814
robbins,5.274193488858065,4.840257471649466,3.5033570591817766,8.758958321275651,2.689798233937853,6.514424654286143,1.3441823182373025,3.702048226747634,2.6839593065474263,2.3335537657244956,3.558203235031746
npmle,0.20859830041150437,0.1898410778597599,0.09980792796990773,0.19311022526564267,0.2815308490520218,0.222846745915058,0.12977836845937316,0.18287055187016563,0.20835830914761408,0.055846505057553925,0.11387917381053225
sqH,0.4167591217199863,0.3813736708004919,0.17904902601814282,0.15806334125721247,0.5220279143679187,0.2976954013697826,0.2502400206914177,0.3125840557044709,0.20613292620127305,0.03587575333781858,0.13123950443757199
chisq,0.29139436154765436,0.16171670958712184,0.1568990037035424,0.29333363748344804,0.27160618294768785,0.24486799428499864,0.11712405590606,0.18449459309377328,0.24750980436690218,0.10675343156419097,0.13409477801789368
robbins,2.7040431911405434,1.7609459076206166,6.631917314247183,3.231807211109074,2.4274604398754485,4.775534488951806,2.682484358578599,2.2929798987066343,2.33000831477843,1.0960597876469715,1.4541989056927276
npmle,0.1416964287232238,0.10840173438507374,0.0630796108765021,0.16837924083259084,0.28014568581279287,0.21821482934460623,0.1643155308507825,0.12379462527490598,0.11756387721481999,0.11738708518948714,0.061555097693312744
sqH,0.29128402475154014,0.3219536837953671,0.11622532775052415,0.1369650421853277,0.4029444629021911,0.30430458603175065,0.16086098160888596,0.1524508799201236,0.1043927754686513,0.13515451742931958,0.0699767219000559
chisq,0.08356399748007885,0.08574852716389758,0.08182078429810379,0.23819197225095545,0.30110545499616637,0.20253436415908802,0.18737302049562404,0.09854855931007785,0.1893662704078316,0.11128238150008535,0.07880074581445395
robbins,3.9540974571771206,4.153835261008307,7.707770392722625,3.9363015729666664,3.0918869141551433,4.830426390725131,4.749375922031219,2.7789427441828947,1.5813336050657185,4.826438324076412,2.074212386258504
npmle,0.1933157265251273,0.11288837551875958,0.31371931603990133,0.15620221304232512,0.6838185907047118,0.08550254515325585,0.23275063007043287,0.22661299441748126,0.1374993822706826,0.0436978336376781,0.10240507530343285
sqH,0.29763575473598247,0.31794941938461874,0.2859221202007321,0.1531034280133762,0.6548233813273918,0.08917843869336431,0.18712053016573882,0.19000470767914598,0.32268324912162477,0.08709585359707606,0.07154705709339806
chisq,0.40554677986967563,0.1352047490422467,0.41241454423882473,0.19358326669119877,0.627872406775787,0.1200836420823066,0.3179663715424394,0.324204816218109,0.17632232535311446,0.08819811876956568,0.15158829759779024
robbins,1.330184635758289,7.502340822963402,3.7623527664151823,4.115143988890384,4.545773851030175,6.142615972821041,5.112904695960605,3.2142353904536365,3.1141360806710763,1.3959156224602123,2.307792362063855
npmle,0.19900448303631202,0.49956000066090545,0.2196833961876389,0.24048727354018012,0.10258858963384448,0.12595785503453968,0.18714578908557622,0.1486994815118928,0.5297996065966957,0.09588845277655741,0.18713158484924894
sqH,0.2707816864034677,0.8777260274855775,0.19845245664913086,0.22520317362746023,0.07946502893572328,0.2458125594168349,0.11688193798371517,0.15364785429001074,0.5382221726108551,0.1358436064049012,0.18550362492948988
chisq,0.216884842077819,0.6073062614845675,0.3102629895505874,0.25630852839348595,0.1255649298214296,0.17148150124364053,0.3382134671463888,0.17813394718139072,0.460833035800685,0.11886453072243842,0.20174376292996427
robbins,6.32936701568118,2.202093530659463,6.976694042994648,8.096072454380206,4.100608744799286,1.647716022332066,3.703929875032112,3.284126984659388,3.2234364535565265,1.8297427390005614,3.915168873460043
npmle,0.47251986639442317,0.3556760050034486,0.3203699148921045,0.15494862474762422,0.18739486156311125,0.23909414026780268,0.08489651750398833,0.2754470293390836,0.2856316723182935,0.1309816350758724,0.14165982474545052
sqH,0.32978727367988986,0.4358971663140557,0.18034666669605193,0.1787573212199326,0.1975250150788103,0.33843148953034596,0.14780467257629717,0.3001452070598365,0.3259262139436879,0.18822638615512394,0.14106118602169693
chisq,0.6769220196450996,0.33436177593601707,0.5253398806943617,0.16618188287533897,0.19662919726016145,0.19071679708539774,0.06853512754866227,0.30860609837038444,0.26945436703846065,0.1307188435887548,0.14349143715943116
robbins,7.273015978292559,1.036672222016015,1.86974315195686,2.35805598187527,2.956718865042219,3.4886676596444763,4.0256269915422465,3.303432990544922,1.6494934978595883,0.7954811451873293,1.693432894750083
npmle,0.11568556111288472,0.2865482908672804,0.28779014172921874,0.2256610616441717,0.08369021618618659,0.13328783861244609,0.1861605103003098,0.22510547741454764,0.10028890345456713,0.11844379350351775,0.17704626727448716
sqH,0.3212274387046883,0.36205733820149566,0.23219821925515055,0.39886837123778296,0.11376133815225402,0.3703912659942057,0.17818708134395017,0.42506125807610057,0.1615041179097277,0.13811207617367127,0.269730398783608
chisq,0.11873166067909895,0.1997476468185508,0.36290260238391625,0.18044109594808547,0.0895830027235505,0.08534946665341835,0.1844813423316168,0.14534148810618128,0.09204963293257612,0.10639054524583745,0.16359691949967978
robbins,5.700095287191815,2.572162308649621,1.841250637005169,3.691934436921774,1.5600095817082995,4.148693356128272,4.357488838298882,1.436465406344455,3.2327174572273165,5.982685911944277,3.919724298357988
npmle,0.2752168796151335,0.11776314768399578,0.19897704476059275,0.27128415101332287,0.21310021772061083,0.22350276773060523,0.13089950821972113,0.1533250092122681,0.18714120800770115,0.18438906987350098,0.09468387126635629
sqH,0.547026135148843,0.3011685330143178,0.24339284229293384,0.2640163496651549,0.29591282653735657,0.3699057632475501,0.23455185294070882,0.16245779254828216,0.27758293606238466,0.12588393619256555,0.2576486545506281
chisq,0.11980335761440301,0.0900904639203666,0.1697768713695879,0.3403307140132879,0.17203960896049822,0.2572072804703625,0.14693708211228,0.16405066317797068,0.19778620650750564,0.26890869887029917,0.07619880017894613
robbins,15.2193351775483,3.9951893644742844,3.1832132665716717,2.6302253132820286,2.9079891296517775,1.157765147048519,2.9859135368499006,3.064289171772661,1.8293316129946624,1.926140796406359,1.8425856815205217
npmle,0.14819441537440425,0.14152366466098465,0.24225022874161314,0.10031671482282219,0.22654555106251972,0.2939536393096301,0.18205373507081213,0.30125982935989076,0.06181483267136986,0.14594241202848898,0.1346778091523978
sqH,0.24207781778240062,0.18107198091218532,0.388765172231024,0.11883089859341536,0.20862691323025573,0.3266090548853549,0.18171923842354104,0.3706509070958856,0.0898926517595578,0.20734089973407085,0.17206477200349407
chisq,0.1377622427192102,0.14081325600937264,0.18537350680742518,0.11885331343966453,0.29924066302795554,0.2676989372435426,0.24800619140516353,0.3089569463210664,0.07328729843774898,0.1664180406402067,0.1346135043842226
robbins,7.082425804563099,1.185086004970348,1.8429974502681707,4.915657171699326,4.806141100336126,6.27453118554527,2.5269459896419937,4.995552769346154,1.312595307371959,1.9684275906439523,2.5723418576716055
npmle,0.19010683949410637,0.22387189298452162,0.07648254288491106,0.30530852395419145,0.2371573255513977,0.11451605706838536,0.09695461962510152,0.17480870183913852,0.10091880957309744,0.1861807440336074,0.12687377909318337
sqH,0.21262771858674134,0.24933393120462777,0.11288862677104863,0.396200331757962,0.152368442687888,0.2398197926804445,0.16318503771446458,0.2123892857501823,0.15446687494614253,0.2703724753840464,0.07976511385338628
chisq,0.13981631132068378,0.2116230266258757,0.08782434572956475,0.2559396473489722,0.3499702773571893,0.12806780882757357,0.09149144659727765,0.20893811419761696,0.1168863672889433,0.1534259281833536,0.1707437655407322
robbins,13.396192063823099,1.711831121360412,7.009714042391649,4.299720472958613,3.3548758555469074,8.017274080225054,4.6781692888265205,2.2338531871623446,2.285070659917091,2.7725780035512657,5.035114595812438
npmle,0.24671212840200102,0.1981154931118588,0.366171044059815,0.24315874069617724,0.41486623887018587,0.21011714546760718,0.17759851277775185,0.11689640260236132,0.2608368852917778,0.09570120144908803,0.152973977259654
sqH,0.3140724714432971,0.3062906030472261,0.3217848493039736,0.09228334648377688,0.3236121537506714,0.16141189446425727,0.15990002588410443,0.29748974018780344,0.39860327604467294,0.17511339265461495,0.1103781605999209
chisq,0.2908562753444037,0.13286497771144057,0.41482177198261444,0.5178288985616751,0.4449145872239442,0.3358114376989285,0.22466264936786978,0.07348305506352613,0.19608967016689738,0.1811619000057293,0.20068031606401243
robbins,1.21996583506738,0.8269011795486862,4.432305459430392,3.1808164592486943,2.191506431720441,2.947802476117626,1.3799051252295005,4.032605275066737,5.607435353030239,2.186046141605934,2.2735086232809376
npmle,0.27615820974549105,0.2510863485446889,0.21061358085417115,0.1401381343416172,0.3228081924785673,0.08585916606692208,0.2417660538138651,0.40041150544673737,0.18182105308081145,0.05087610758242704,0.22043719329549305
sqH,0.4105839498452087,0.2879548043488553,0.28298429631973,0.23310950157062565,0.3696163687814618,0.14118878450851488,0.23682444347860873,0.4024042447359341,0.19380482619993475,0.16796373456049965,0.22928158823681818
chisq,0.20288416995199066,0.19642537553306333,0.1342024489058923,0.17253510988007412,0.299652125287913,0.11293176374698448,0.2473713886357017,0.42035890210856297,0.24796028273060455,0.04092110132865036,0.26606225552485513
robbins,5.845366021612134,6.383396075527808,4.62815731743694,9.500444716543196,3.0490885643683407,5.027645530957122,3.695053023410469,3.3568181093683678,6.241045596781097,4.183750295279029,2.62416751468989
npmle,0.22115398610360704,0.08876138088415465,0.5929574479037438,0.39247691540011953,0.13568943362321476,0.09714336303316269,0.13334497599870043,0.08015197626700189,0.3363065929938025,0.2876296207770137,0.1473218429168843
sqH,0.3327312255707728,0.14930283603310682,0.9546603569462851,0.5335388940271676,0.163796877772756,0.17930730089152544,0.13157567440380732,0.111979681231911,0.23487638202696545,0.31286080980246633,0.1342863513501076
chisq,0.18438129288656296,0.10251490954586566,0.5249620418002149,0.4308258605763156,0.20529782342817504,0.12991569898815386,0.15544436216563218,0.138954895300755,0.4819903234385494,0.3191550287284124,0.19195785773272703
robbins,6.667441478767841,3.0005393011560733,3.771822167945598,0.6722702489898085,1.6946579211895858,5.776426648800225,1.6809377505288936,4.061262077101011,4.374429716848212,4.261750418916237,1.381115019580711
npmle,0.5748470947538687,0.4122753401898311,0.48483627729288925,0.1351784007824276,0.2687722193330307,0.18143401227244177,0.12398117082711377,0.055432169448359096,0.39784706241247203,0.21266089631238408,0.22165251853067489
sqH,0.6195107634576572,0.5404882747506644,0.5461215988306164,0.1698967333703913,0.4180289274159281,0.14980499403490918,0.259604818320144,0.08998557972633343,0.3495035624792946,0.17541814714806572,0.34630961650996794
chisq,0.5088771252625359,0.3105265408457399,0.467082908307154,0.1057301099910843,0.209793343487193,0.25640140331943606,0.0837094466164171,0.06310126468832866,0.475762658544013,0.26428680387163683,0.1956884432537055
robbins,7.99356046810493,8.231584074347744,9.52910602624364,2.894637477563379,3.1365534712534524,4.4743602283270585,1.7588188239400564,3.68259211122891,3.3542673394021056,2.638773487793859,6.113107320294409
npmle,0.25986985605189244,0.1456857998826311,0.14734772052165557,0.08055437038178999,0.2428275743905789,0.1556868237772376,0.137981030962746,0.2619036941816335,0.24576113447066672,0.17256265767327483,0.12076447911983872
sqH,0.31285300569448776,0.2499282724284854,0.14233467078993495,0.17678750714614377,0.37674442972738303,0.19393729678777805,0.17782617544354962,0.2820133327224499,0.2580275189060593,0.1770850680956301,0.13234655460231015
chisq,0.23990356259399287,0.20189057423491644,0.18531564365127334,0.07865051264043585,0.20420535543617171,0.18461416478778386,0.1491880082043693,0.31890066766930897,0.22497142040672471,0.15860473157300128,0.16175426081360575
robbins,4.735481698429461,1.1355000628843541,4.711304116286188,2.06693905772027,7.736133241615317,1.781389373994863,4.262370511618265,2.300715816509104,6.437004500886036,2.9631027139829786,2.983067554098032
npmle,0.27783890814132944,0.09496661360546238,0.20678570705260868,0.2524345729206334,0.0914856019149264,0.04800720789647138,0.0869955495623854,0.1100801769222401,0.11014465965991051,0.3321304028928223,0.07313518771463988
sqH,0.19349151952148308,0.1307005699548365,0.1813844267148556,0.2201431996467913,0.11514944585328249,0.12190662472071348,0.06696103642729058,0.1046803527848272,0.12996653974717476,0.4872400617071594,0.1112527717602775
chisq,0.2974582000766798,0.07787369468374149,0.25861904356748755,0.3419382980987407,0.0895572901897296,0.03269228475545736,0.1370011994985385,0.1604643138671004,0.1334943877365405,0.3590823789138318,0.07811929963713295
robbins,5.881308857203501,2.991517554175833,5.362777707835187,4.902013327188651,2.995842760003219,0.7919882503117517,7.243864938242348,2.048791754587774,2.410455656774817,1.7061027153280148,4.829664750229178
npmle,0.7503832433678009,0.15229528960065158,0.5150994329168559,0.16193650361063616,0.26086988393033816,0.16472766588485824,0.1969294206212845,0.11070711585257233,0.20942390593026602,0.25977475320582977,0.10913002027065404
sqH,1.0439722502283266,0.19141163826317167,0.5779637910714255,0.20123220203508566,0.19414909213227968,0.2542136593607062,0.18101941898982876,0.1826355257882886,0.20839077702876005,0.1612997118044918,0.19611045845478406
chisq,0.6443279577248856,0.12436930138936146,0.44708972141904413,0.1612398519763086,0.342471418705829,0.11430913243690778,0.19814276929229216,0.05779843853626483,0.238640928951049,0.31662227039425667,0.08731040774229076
robbins,1.5546149872020447,5.074539757521402,1.5088750497372632,2.242614816285187,2.596944430341261,6.1072436673657196,5.6634820373588575,3.9941626684192575,3.8022367011040714,1.775449629556942,8.318600926098501
npmle,0.23822735577689028,0.06826703593946765,0.1216529200998974,0.2484850468722104,0.10873202751174386,0.11043495490839068,0.25005998552448333,0.24580407977807972,0.14135160710145578,0.11713320130027263,0.08597513265975014
sqH,0.4988375520254433,0.18669726822583663,0.17561334287806687,0.28745003952664455,0.11556334960484653,0.14570794271954715,0.20462489250596355,0.1024652377049535,0.11167673145186217,0.1171740622553175,0.18180853517720186
chisq,0.11720229242261482,0.08427553034841435,0.12547810210636268,0.23003877218497473,0.12281390603938988,0.14580536019171222,0.31859689621924425,0.430760772607589,0.21879278069763455,0.11898394916962071,0.07276554374057191
robbins,9.409864692986735,2.5518226687659205,1.5111943057985788,1.8948839875765024,2.2851950692875556,2.0156695975191488,2.9625289509866137,4.4294497110121505,5.8782031775979515,2.1011018526221674,6.092008828922455
npmle,0.5570148206534633,0.5890757794792151,0.3524201327884176,0.2090023507789453,0.05314209462542675,0.10382885360714673,0.1549519931022658,0.06660135746232101,0.10287157789393188,0.13694560865511837,0.13137455448958987
sqH,0.6604685792319502,0.5962220332530118,0.38501652781971246,0.26415693245758337,0.07614345991416951,0.10271511915850176,0.21930092247563365,0.15903140868508533,0.12523743361882986,0.138694237290012,0.15007067976454355
chisq,0.537954441172467,0.555343002617666,0.2294265534828201,0.18383783327509262,0.07429501256871143,0.11667282064129919,0.11850518006373352,0.07095711902197717,0.10714383410123855,0.1583823637981261,0.1773044055772045
robbins,1.4362123960606104,3.246638770320933,3.353861715106604,4.045744381002411,2.3376376239151955,6.411778091916143,1.6579703046015806,4.0762726923116235,3.9372852034910566,1.7671491570467373,0.9339125118903904
npmle,0.16710013168014742,0.31934522449380864,0.255674038149086,0.23687588111002825,0.14396740258194152,0.30080203074206746,0.11269712639960196,0.10010968474123781,0.23415524797041462,0.14714581738402546,0.20561833549485306
sqH,0.35710525067335025,0.39959463240579085,0.33832040599814744,0.32194032783823684,0.4017185541347239,0.28991008966403986,0.19537111377674823,0.19266601922398,0.3499074888094372,0.2642973593740956,0.2371373964573083
chisq,0.0987836987622555,0.3019088540105325,0.27130335878983486,0.20728093570981826,0.12650002904083857,0.37544472614420865,0.07626869910573018,0.10174181264791936,0.19687449118076952,0.11191423730023471,0.21657100234518267
robbins,2.2663483920595846,3.9528859862063777,10.848447767602902,1.8070849413542287,5.542349420327091,2.2319571315402236,7.238778890109318,3.534782907139296,9.237760830896779,8.611523913736475,4.254083311058587
npmle,0.03506031651364973,0.30071321659315636,0.13960611693745897,0.22610167970632755,0.45233133571388057,0.05933309450004187,0.8781754841501879,0.14885965098832693,0.09449501473124212,0.3755573248917705,0.14096797973933425
sqH,0.07837758310736785,0.3615114471596915,0.13739688040041323,0.17854929806693337,0.43964514224482704,0.04658369982138462,1.0598504219585119,0.2667009737787292,0.12753700599296566,0.36505538740924787,0.16086226176084448
chisq,0.035604197954941616,0.2556631476460995,0.16002639602491722,0.33714414641227886,0.37505519179753216,0.1650521882486775,0.9281531751203823,0.15917979365765692,0.0663795001701768,0.4490447989810767,0.17501620557061406
robbins,4.509488909332868,8.613969090166936,13.770253547788686,4.188817574637127,3.811497009960834,2.4782377477558732,7.170011549973212,2.570304590734722,1.9516867894881953,2.166394550023729,2.8683289804121173
