,props,means,ci_lb,ci_ub,EB_means,EB_ci_lb,EB_ci_ub
0,20.0,0.15071269841269838,0.14990675609316195,0.1515186407322348,0.14644603174603174,0.14568367062218,0.1472083928698835
1,40.0,0.15081904761904757,0.15030065076339486,0.1513374444747003,0.14663492063492062,0.14614353641724293,0.1471263048525983
2,60.0,0.15061269841269842,0.1502508764490668,0.15097452037633005,0.1467275132275132,0.14638203857619264,0.14707298787883377
3,80.0,0.1506615079365079,0.15037367329092552,0.15094934258209028,0.14804166666666663,0.1477423052892993,0.14834102804403396
