,props,means,ci_lb,ci_ub,EB_means,EB_ci_lb,EB_ci_ub
0,20.0,0.15555555555555559,0.15125466401560614,0.15985644709550503,0.15555555555555559,0.15125466401560614,0.15985644709550503
1,40.0,0.15722222222222226,0.15488906173479705,0.15955538270964748,0.15722222222222226,0.15488906173479705,0.15955538270964748
2,60.0,0.15574955908289242,0.15378892615150458,0.15771019201428027,0.15574955908289242,0.15378892615150458,0.15771019201428027
3,80.0,0.15726190476190474,0.15616799657718444,0.15835581294662504,0.15726190476190474,0.15616799657718444,0.15835581294662504
