,props,means,ci_lb,ci_ub,EB_means,EB_ci_lb,EB_ci_ub
0,20.0,0.15523809523809523,0.15126365840400816,0.1592125320721823,0.15015873015873019,0.14773286134402216,0.1525845989734382
1,40.0,0.15285714285714286,0.14814712201894095,0.15756716369534476,0.14666666666666667,0.14125297574616558,0.15208035758716776
2,60.0,0.14984126984126983,0.1432276072980235,0.15645493238451616,0.14507936507936509,0.13997866069808743,0.15018006946064275
3,80.0,0.1496825396825397,0.1452422527381916,0.15412282662688778,0.1461111111111111,0.14355128858639876,0.14867093363582345
