test20_errors,test20_eb_errors,test40_errors,test40_eb_errors,test60_errors,test60_eb_errors,test80_errors,test80_eb_errors
0.13968253968253969,0.1380952380952381,0.14126984126984127,0.1380952380952381,0.16137566137566137,0.1619047619047619,0.15198412698412697,0.15198412698412697
0.14761904761904762,0.14126984126984127,0.14444444444444443,0.14206349206349206,0.1439153439153439,0.14232804232804233,0.14761904761904762,0.15
0.1634920634920635,0.16031746031746033,0.14682539682539683,0.1373015873015873,0.14444444444444443,0.14232804232804233,0.15476190476190477,0.15555555555555556
0.16031746031746033,0.15555555555555556,0.14523809523809525,0.14444444444444443,0.1439153439153439,0.14285714285714285,0.14761904761904762,0.14365079365079364
